user_ID,traj_ID,venue_ID,UTC_time,traj_Len,venue_category_name,longitude,latitude
10287726@N02,4,18,2013-08-03 06:15:09,5,Park,-3.202453709104388,55.95054091561817
10287726@N02,4,3,2013-08-03 07:08:16,5,Museum,-3.190347155095568,55.9467227646501
10287726@N02,5,17,2013-08-03 23:12:17,3,Structure,-3.1902347191097684,55.948767777436686
10287726@N02,5,11,2013-08-04 01:38:32,3,Historical,-3.181937191191187,55.95460454054049
10287726@N02,5,23,2013-08-04 02:00:41,3,Structure,-3.1847238000000044,55.95370758124997
10332960@N03,6,9,2012-03-26 06:43:19,3,Cultural,-3.190637230008985,55.94980869047352
10332960@N03,6,3,2012-03-26 06:47:10,3,Museum,-3.190347155095568,55.9467227646501
10332960@N03,6,17,2012-03-26 07:21:29,3,Structure,-3.1902347191097684,55.948767777436686
10335112@N05,7,2,2009-08-08 00:01:47,5,Historical,-3.1724675937052966,55.95276297997137
10335112@N05,7,29,2009-08-08 03:21:27,5,Structure,-3.1952324337146703,55.94908885935436
10335112@N05,7,1,2009-08-08 03:23:48,5,Historical,-3.199862034580875,55.94884683716422
10335112@N05,7,15,2009-08-08 06:34:53,5,Structure,-3.196984674391582,55.95182393800676
10335112@N05,7,8,2009-08-08 06:36:03,5,Historical,-3.193193944356141,55.952538583465206
10335112@N05,8,23,2009-08-09 03:28:38,3,Structure,-3.1847238000000044,55.95370758124997
10335112@N05,8,11,2009-08-09 03:29:56,3,Historical,-3.181937191191187,55.95460454054049
10335112@N05,8,10,2009-08-09 03:37:27,3,Park,-3.1829573739644994,55.95515047337272
10340081@N02,9,1,2009-08-07 00:15:17,3,Historical,-3.199862034580875,55.94884683716422
10340081@N02,9,8,2009-08-07 00:38:17,3,Historical,-3.193193944356141,55.952538583465206
10340081@N02,9,3,2009-08-07 01:30:26,3,Museum,-3.190347155095568,55.9467227646501
10354154@N05,10,16,2011-09-06 08:09:27,3,Museum,-3.195737522458634,55.95100889834512
10354154@N05,10,18,2011-09-06 08:13:22,3,Park,-3.202453709104388,55.95054091561817
10354154@N05,10,29,2011-09-06 08:15:35,3,Structure,-3.1952324337146703,55.94908885935436
10486919@N00,11,15,2012-10-23 01:21:22,3,Structure,-3.196984674391582,55.95182393800676
10486919@N00,11,28,2012-10-23 03:20:25,3,Structure,-3.1868621630188576,55.94824579547164
10486919@N00,11,9,2012-10-23 08:00:53,3,Cultural,-3.190637230008985,55.94980869047352
105307156@N06,12,2,2013-07-30 01:41:28,3,Historical,-3.1724675937052966,55.95276297997137
105307156@N06,12,7,2013-07-30 02:35:50,3,Park,-3.1618879074074004,55.94412091798946
105307156@N06,12,1,2013-07-30 07:50:14,3,Historical,-3.199862034580875,55.94884683716422
10655856@N04,13,22,2010-05-20 23:40:03,4,Structure,-3.2076172933754026,55.95175426182978
10655856@N04,13,9,2010-05-21 01:07:33,4,Cultural,-3.190637230008985,55.94980869047352
10655856@N04,13,29,2010-05-21 01:43:14,4,Structure,-3.1952324337146703,55.94908885935436
10655856@N04,13,12,2010-05-21 04:38:56,4,Cultural,-3.20449062748348,55.94680475745124
10655856@N04,14,16,2010-05-22 03:02:11,5,Museum,-3.195737522458634,55.95100889834512
10655856@N04,14,8,2010-05-22 05:00:56,5,Historical,-3.193193944356141,55.952538583465206
10655856@N04,14,13,2010-05-22 10:00:30,5,Cultural,-3.1869824308822845,55.94635503896903
10655856@N04,14,29,2010-05-22 11:59:15,5,Structure,-3.1952324337146703,55.94908885935436
10655856@N04,14,19,2010-05-22 12:05:12,5,Structure,-3.1892391019884583,55.95262047466306
11037560@N04,15,1,2007-10-20 04:10:07,3,Historical,-3.199862034580875,55.94884683716422
11037560@N04,15,9,2007-10-20 06:31:47,3,Cultural,-3.190637230008985,55.94980869047352
11037560@N04,15,4,2007-10-20 06:49:57,3,Structure,-3.1751214683972875,55.95223434537238
11037560@N04,16,16,2007-10-21 04:15:55,6,Museum,-3.195737522458634,55.95100889834512
11037560@N04,16,15,2007-10-21 04:22:49,6,Structure,-3.196984674391582,55.95182393800676
11037560@N04,16,12,2007-10-21 04:29:05,6,Cultural,-3.20449062748348,55.94680475745124
11037560@N04,16,4,2007-10-21 04:56:30,6,Structure,-3.1751214683972875,55.95223434537238
11037560@N04,16,10,2007-10-21 05:04:15,6,Park,-3.1829573739644994,55.95515047337272
11037560@N04,16,19,2007-10-21 05:17:06,6,Structure,-3.1892391019884583,55.95262047466306
11037560@N04,17,4,2010-06-16 02:33:53,3,Structure,-3.1751214683972875,55.95223434537238
11037560@N04,17,19,2010-06-16 02:39:12,3,Structure,-3.1892391019884583,55.95262047466306
11037560@N04,17,10,2010-06-16 02:39:34,3,Park,-3.1829573739644994,55.95515047337272
11037560@N04,18,15,2011-08-13 03:40:44,3,Structure,-3.196984674391582,55.95182393800676
11037560@N04,18,9,2011-08-13 04:09:25,3,Cultural,-3.190637230008985,55.94980869047352
11037560@N04,18,17,2011-08-13 04:21:46,3,Structure,-3.1902347191097684,55.948767777436686
11037560@N04,19,29,2012-07-08 01:57:39,3,Structure,-3.1952324337146703,55.94908885935436
11037560@N04,19,15,2012-07-08 02:02:48,3,Structure,-3.196984674391582,55.95182393800676
11037560@N04,19,19,2012-07-08 03:49:11,3,Structure,-3.1892391019884583,55.95262047466306
11037560@N04,20,9,2013-08-05 04:59:54,3,Cultural,-3.190637230008985,55.94980869047352
11037560@N04,20,28,2013-08-05 06:24:54,3,Structure,-3.1868621630188576,55.94824579547164
11037560@N04,20,3,2013-08-05 06:28:24,3,Museum,-3.190347155095568,55.9467227646501
11154928@N04,21,15,2009-08-15 03:57:42,5,Structure,-3.196984674391582,55.95182393800676
11154928@N04,21,29,2009-08-15 04:06:26,5,Structure,-3.1952324337146703,55.94908885935436
11154928@N04,21,9,2009-08-15 04:11:05,5,Cultural,-3.190637230008985,55.94980869047352
11154928@N04,21,19,2009-08-15 04:20:44,5,Structure,-3.1892391019884583,55.95262047466306
11154928@N04,21,17,2009-08-15 04:30:05,5,Structure,-3.1902347191097684,55.948767777436686
11261325@N03,22,29,2010-03-04 03:10:43,6,Structure,-3.1952324337146703,55.94908885935436
11261325@N03,22,1,2010-03-04 03:15:51,6,Historical,-3.199862034580875,55.94884683716422
11261325@N03,22,9,2010-03-04 03:57:44,6,Cultural,-3.190637230008985,55.94980869047352
11261325@N03,22,19,2010-03-04 04:04:43,6,Structure,-3.1892391019884583,55.95262047466306
11261325@N03,22,4,2010-03-04 04:48:19,6,Structure,-3.1751214683972875,55.95223434537238
11261325@N03,22,2,2010-03-04 04:52:19,6,Historical,-3.1724675937052966,55.95276297997137
11613952@N05,23,18,2007-03-24 04:20:49,3,Park,-3.202453709104388,55.95054091561817
11613952@N05,23,17,2007-03-24 05:58:49,3,Structure,-3.1902347191097684,55.948767777436686
11613952@N05,23,29,2007-03-24 06:47:16,3,Structure,-3.1952324337146703,55.94908885935436
11881702@N00,24,29,2010-11-10 23:00:11,5,Structure,-3.1952324337146703,55.94908885935436
11881702@N00,24,1,2010-11-10 23:01:57,5,Historical,-3.199862034580875,55.94884683716422
11881702@N00,24,3,2010-11-11 02:12:54,5,Museum,-3.190347155095568,55.9467227646501
11881702@N00,24,17,2010-11-11 04:18:30,5,Structure,-3.1902347191097684,55.948767777436686
11881702@N00,24,9,2010-11-11 04:49:32,5,Cultural,-3.190637230008985,55.94980869047352
11881702@N00,25,15,2010-11-11 22:58:20,3,Structure,-3.196984674391582,55.95182393800676
11881702@N00,25,16,2010-11-11 23:10:46,3,Museum,-3.195737522458634,55.95100889834512
11881702@N00,25,17,2010-11-12 01:50:15,3,Structure,-3.1902347191097684,55.948767777436686
12061846@N00,26,19,2010-08-14 01:25:29,7,Structure,-3.1892391019884583,55.95262047466306
12061846@N00,26,1,2010-08-14 03:01:25,7,Historical,-3.199862034580875,55.94884683716422
12061846@N00,26,29,2010-08-14 04:46:53,7,Structure,-3.1952324337146703,55.94908885935436
12061846@N00,26,9,2010-08-14 05:06:46,7,Cultural,-3.190637230008985,55.94980869047352
12061846@N00,26,8,2010-08-14 06:49:40,7,Historical,-3.193193944356141,55.952538583465206
12061846@N00,26,15,2010-08-14 08:00:06,7,Structure,-3.196984674391582,55.95182393800676
12061846@N00,26,10,2010-08-14 12:05:31,7,Park,-3.1829573739644994,55.95515047337272
120694055@N06,27,1,2014-03-21 23:54:54,3,Historical,-3.199862034580875,55.94884683716422
120694055@N06,27,29,2014-03-22 01:03:19,3,Structure,-3.1952324337146703,55.94908885935436
120694055@N06,27,3,2014-03-22 01:17:57,3,Museum,-3.190347155095568,55.9467227646501
12495774@N02,28,3,2007-11-20 22:25:28,5,Museum,-3.190347155095568,55.9467227646501
12495774@N02,28,4,2007-11-20 22:25:28,5,Structure,-3.1751214683972875,55.95223434537238
12495774@N02,28,7,2007-11-20 22:25:28,5,Park,-3.1618879074074004,55.94412091798946
12495774@N02,28,9,2007-11-20 22:25:28,5,Cultural,-3.190637230008985,55.94980869047352
12495774@N02,28,29,2007-11-20 22:25:28,5,Structure,-3.1952324337146703,55.94908885935436
12495774@N02,29,9,2012-04-10 01:21:26,5,Cultural,-3.190637230008985,55.94980869047352
12495774@N02,29,3,2012-04-10 04:51:25,5,Museum,-3.190347155095568,55.9467227646501
12495774@N02,29,1,2012-04-10 05:57:36,5,Historical,-3.199862034580875,55.94884683716422
12495774@N02,29,15,2012-04-10 06:25:08,5,Structure,-3.196984674391582,55.95182393800676
12495774@N02,29,18,2012-04-10 06:33:17,5,Park,-3.202453709104388,55.95054091561817
12658277@N00,30,8,2004-03-12 17:14:02,4,Historical,-3.193193944356141,55.952538583465206
12658277@N00,30,1,2004-03-12 18:40:30,4,Historical,-3.199862034580875,55.94884683716422
12658277@N00,30,9,2004-03-12 21:35:51,4,Cultural,-3.190637230008985,55.94980869047352
12658277@N00,30,11,2004-03-12 22:46:02,4,Historical,-3.181937191191187,55.95460454054049
12771303@N00,31,11,2004-11-08 01:04:01,4,Historical,-3.181937191191187,55.95460454054049
12771303@N00,31,12,2004-11-08 01:07:06,4,Cultural,-3.20449062748348,55.94680475745124
12771303@N00,31,24,2004-11-08 01:12:58,4,Entertainment,-3.174234127139373,55.95074926405848
12771303@N00,31,4,2004-11-08 01:13:34,4,Structure,-3.1751214683972875,55.95223434537238
12917962@N00,32,15,2013-08-17 03:39:11,4,Structure,-3.196984674391582,55.95182393800676
12917962@N00,32,3,2013-08-17 03:39:27,4,Museum,-3.190347155095568,55.9467227646501
12917962@N00,32,13,2013-08-17 04:07:48,4,Cultural,-3.1869824308822845,55.94635503896903
12917962@N00,32,16,2013-08-17 08:01:18,4,Museum,-3.195737522458634,55.95100889834512
12930951@N07,33,19,2012-04-06 10:27:56,3,Structure,-3.1892391019884583,55.95262047466306
12930951@N07,33,8,2012-04-06 10:34:21,3,Historical,-3.193193944356141,55.952538583465206
12930951@N07,33,16,2012-04-06 10:41:42,3,Museum,-3.195737522458634,55.95100889834512
12982579@N00,34,8,2012-09-17 04:45:19,6,Historical,-3.193193944356141,55.952538583465206
12982579@N00,34,16,2012-09-17 04:48:53,6,Museum,-3.195737522458634,55.95100889834512
12982579@N00,34,23,2012-09-17 07:18:00,6,Structure,-3.1847238000000044,55.95370758124997
12982579@N00,34,29,2012-09-17 08:07:35,6,Structure,-3.1952324337146703,55.94908885935436
12982579@N00,34,9,2012-09-17 08:21:28,6,Cultural,-3.190637230008985,55.94980869047352
12982579@N00,34,19,2012-09-17 10:13:43,6,Structure,-3.1892391019884583,55.95262047466306
13016459@N08,35,23,2007-10-07 20:20:46,3,Structure,-3.1847238000000044,55.95370758124997
13016459@N08,35,19,2007-10-07 20:48:01,3,Structure,-3.1892391019884583,55.95262047466306
13016459@N08,35,17,2007-10-07 20:56:10,3,Structure,-3.1902347191097684,55.948767777436686
13518023@N03,36,29,2013-05-19 01:24:36,3,Structure,-3.1952324337146703,55.94908885935436
13518023@N03,36,1,2013-05-19 02:09:00,3,Historical,-3.199862034580875,55.94884683716422
13518023@N03,36,24,2013-05-19 06:17:49,3,Entertainment,-3.174234127139373,55.95074926405848
13518023@N03,37,3,2014-04-06 02:24:11,7,Museum,-3.190347155095568,55.9467227646501
13518023@N03,37,28,2014-04-06 04:09:32,7,Structure,-3.1868621630188576,55.94824579547164
13518023@N03,37,19,2014-04-06 06:02:24,7,Structure,-3.1892391019884583,55.95262047466306
13518023@N03,37,8,2014-04-06 06:23:09,7,Historical,-3.193193944356141,55.952538583465206
13518023@N03,37,16,2014-04-06 07:09:16,7,Museum,-3.195737522458634,55.95100889834512
13518023@N03,37,29,2014-04-06 07:21:28,7,Structure,-3.1952324337146703,55.94908885935436
13518023@N03,37,1,2014-04-06 07:24:46,7,Historical,-3.199862034580875,55.94884683716422
13996991@N07,38,15,2012-03-31 05:24:01,4,Structure,-3.196984674391582,55.95182393800676
13996991@N07,38,19,2012-03-31 06:24:04,4,Structure,-3.1892391019884583,55.95262047466306
13996991@N07,38,10,2012-03-31 06:52:08,4,Park,-3.1829573739644994,55.95515047337272
13996991@N07,38,23,2012-03-31 06:55:25,4,Structure,-3.1847238000000044,55.95370758124997
13996991@N07,39,9,2012-04-02 01:24:06,4,Cultural,-3.190637230008985,55.94980869047352
13996991@N07,39,29,2012-04-02 02:42:11,4,Structure,-3.1952324337146703,55.94908885935436
13996991@N07,39,3,2012-04-02 05:48:52,4,Museum,-3.190347155095568,55.9467227646501
13996991@N07,39,1,2012-04-02 07:14:40,4,Historical,-3.199862034580875,55.94884683716422
14057878@N00,40,29,2008-08-15 11:57:56,3,Structure,-3.1952324337146703,55.94908885935436
14057878@N00,40,9,2008-08-15 12:40:29,3,Cultural,-3.190637230008985,55.94980869047352
14057878@N00,40,3,2008-08-15 12:46:24,3,Museum,-3.190347155095568,55.9467227646501
14057878@N00,41,8,2008-10-21 03:23:13,4,Historical,-3.193193944356141,55.952538583465206
14057878@N00,41,15,2008-10-21 04:57:39,4,Structure,-3.196984674391582,55.95182393800676
14057878@N00,41,18,2008-10-21 05:21:49,4,Park,-3.202453709104388,55.95054091561817
14057878@N00,41,13,2008-10-21 12:40:52,4,Cultural,-3.1869824308822845,55.94635503896903
14057878@N00,42,28,2008-10-22 04:24:27,4,Structure,-3.1868621630188576,55.94824579547164
14057878@N00,42,29,2008-10-22 04:45:47,4,Structure,-3.1952324337146703,55.94908885935436
14057878@N00,42,9,2008-10-22 05:16:04,4,Cultural,-3.190637230008985,55.94980869047352
14057878@N00,42,17,2008-10-22 07:10:41,4,Structure,-3.1902347191097684,55.948767777436686
14146962@N07,43,8,2002-09-26 19:46:24,3,Historical,-3.193193944356141,55.952538583465206
14146962@N07,43,1,2002-09-26 20:11:09,3,Historical,-3.199862034580875,55.94884683716422
14146962@N07,43,29,2002-09-26 20:11:19,3,Structure,-3.1952324337146703,55.94908885935436
14360576@N06,44,12,2012-09-01 04:53:49,12,Cultural,-3.20449062748348,55.94680475745124
14360576@N06,44,1,2012-09-01 04:56:11,12,Historical,-3.199862034580875,55.94884683716422
14360576@N06,44,29,2012-09-01 05:04:52,12,Structure,-3.1952324337146703,55.94908885935436
14360576@N06,44,9,2012-09-01 05:13:11,12,Cultural,-3.190637230008985,55.94980869047352
14360576@N06,44,17,2012-09-01 05:25:55,12,Structure,-3.1902347191097684,55.948767777436686
14360576@N06,44,23,2012-09-01 05:53:04,12,Structure,-3.1847238000000044,55.95370758124997
14360576@N06,44,11,2012-09-01 05:53:49,12,Historical,-3.181937191191187,55.95460454054049
14360576@N06,44,10,2012-09-01 06:10:11,12,Park,-3.1829573739644994,55.95515047337272
14360576@N06,44,8,2012-09-01 06:54:32,12,Historical,-3.193193944356141,55.952538583465206
14360576@N06,44,15,2012-09-01 07:00:47,12,Structure,-3.196984674391582,55.95182393800676
14360576@N06,44,18,2012-09-01 07:14:36,12,Park,-3.202453709104388,55.95054091561817
14360576@N06,44,3,2012-09-01 10:37:18,12,Museum,-3.190347155095568,55.9467227646501
14360576@N06,45,7,2012-09-02 00:56:13,3,Park,-3.1618879074074004,55.94412091798946
14360576@N06,45,21,2012-09-02 03:47:13,3,Structure,-3.172436005988025,55.977925371257456
14360576@N06,45,20,2012-09-02 04:52:03,3,Park,-3.207734793416563,55.96588335187255
14360576@N06,46,14,2012-09-04 03:04:36,3,Structure,-3.209618379562047,55.94610982238432
14360576@N06,46,24,2012-09-04 09:34:32,3,Entertainment,-3.174234127139373,55.95074926405848
14360576@N06,46,9,2012-09-04 12:57:48,3,Cultural,-3.190637230008985,55.94980869047352
14360576@N06,47,14,2012-09-06 05:33:09,8,Structure,-3.209618379562047,55.94610982238432
14360576@N06,47,12,2012-09-06 10:13:00,8,Cultural,-3.20449062748348,55.94680475745124
14360576@N06,47,22,2012-09-06 10:24:01,8,Structure,-3.2076172933754026,55.95175426182978
14360576@N06,47,19,2012-09-06 12:04:33,8,Structure,-3.1892391019884583,55.95262047466306
14360576@N06,47,23,2012-09-06 12:20:08,8,Structure,-3.1847238000000044,55.95370758124997
14360576@N06,47,10,2012-09-06 12:27:16,8,Park,-3.1829573739644994,55.95515047337272
14360576@N06,47,9,2012-09-06 13:24:17,8,Cultural,-3.190637230008985,55.94980869047352
14360576@N06,47,29,2012-09-06 13:45:11,8,Structure,-3.1952324337146703,55.94908885935436
14360576@N06,48,15,2012-09-07 05:09:01,4,Structure,-3.196984674391582,55.95182393800676
14360576@N06,48,19,2012-09-07 05:23:16,4,Structure,-3.1892391019884583,55.95262047466306
14360576@N06,48,9,2012-09-07 05:39:32,4,Cultural,-3.190637230008985,55.94980869047352
14360576@N06,48,29,2012-09-07 05:57:16,4,Structure,-3.1952324337146703,55.94908885935436
14711846@N00,49,10,2011-07-13 08:26:21,3,Park,-3.1829573739644994,55.95515047337272
14711846@N00,49,11,2011-07-13 08:34:08,3,Historical,-3.181937191191187,55.95460454054049
14711846@N00,49,15,2011-07-13 08:58:51,3,Structure,-3.196984674391582,55.95182393800676
14711846@N00,50,19,2011-07-13 23:14:41,8,Structure,-3.1892391019884583,55.95262047466306
14711846@N00,50,9,2011-07-13 23:33:18,8,Cultural,-3.190637230008985,55.94980869047352
14711846@N00,50,17,2011-07-13 23:39:51,8,Structure,-3.1902347191097684,55.948767777436686
14711846@N00,50,1,2011-07-13 23:49:57,8,Historical,-3.199862034580875,55.94884683716422
14711846@N00,50,29,2011-07-14 02:18:38,8,Structure,-3.1952324337146703,55.94908885935436
14711846@N00,50,8,2011-07-14 02:22:03,8,Historical,-3.193193944356141,55.952538583465206
14711846@N00,50,4,2011-07-14 04:35:03,8,Structure,-3.1751214683972875,55.95223434537238
14711846@N00,50,2,2011-07-14 05:03:09,8,Historical,-3.1724675937052966,55.95276297997137
14869313@N00,51,15,2006-05-19 23:36:41,3,Structure,-3.196984674391582,55.95182393800676
14869313@N00,51,4,2006-05-20 00:38:58,3,Structure,-3.1751214683972875,55.95223434537238
14869313@N00,51,2,2006-05-20 00:40:49,3,Historical,-3.1724675937052966,55.95276297997137
14915235@N00,52,12,2012-01-22 02:08:38,3,Cultural,-3.20449062748348,55.94680475745124
14915235@N00,52,9,2012-01-22 02:18:16,3,Cultural,-3.190637230008985,55.94980869047352
14915235@N00,52,3,2012-01-22 02:28:20,3,Museum,-3.190347155095568,55.9467227646501
15462727@N07,53,8,2011-03-25 00:15:53,7,Historical,-3.193193944356141,55.952538583465206
15462727@N07,53,18,2011-03-25 00:22:34,7,Park,-3.202453709104388,55.95054091561817
15462727@N07,53,15,2011-03-25 00:23:27,7,Structure,-3.196984674391582,55.95182393800676
15462727@N07,53,1,2011-03-25 00:32:47,7,Historical,-3.199862034580875,55.94884683716422
15462727@N07,53,3,2011-03-25 02:07:41,7,Museum,-3.190347155095568,55.9467227646501
15462727@N07,53,9,2011-03-25 02:24:05,7,Cultural,-3.190637230008985,55.94980869047352
15462727@N07,53,19,2011-03-25 02:49:45,7,Structure,-3.1892391019884583,55.95262047466306
15786211@N00,54,1,2013-08-18 12:30:01,3,Historical,-3.199862034580875,55.94884683716422
15786211@N00,54,16,2013-08-18 16:38:28,3,Museum,-3.195737522458634,55.95100889834512
15786211@N00,54,3,2013-08-18 17:51:13,3,Museum,-3.190347155095568,55.9467227646501
16048448@N00,55,29,2003-07-24 01:04:32,6,Structure,-3.1952324337146703,55.94908885935436
16048448@N00,55,1,2003-07-24 01:18:40,6,Historical,-3.199862034580875,55.94884683716422
16048448@N00,55,9,2003-07-24 05:23:47,6,Cultural,-3.190637230008985,55.94980869047352
16048448@N00,55,19,2003-07-24 08:07:31,6,Structure,-3.1892391019884583,55.95262047466306
16048448@N00,55,8,2003-07-24 08:42:03,6,Historical,-3.193193944356141,55.952538583465206
16048448@N00,55,15,2003-07-24 08:46:14,6,Structure,-3.196984674391582,55.95182393800676
16048448@N00,56,10,2003-07-25 02:20:15,4,Park,-3.1829573739644994,55.95515047337272
16048448@N00,56,11,2003-07-25 02:27:55,4,Historical,-3.181937191191187,55.95460454054049
16048448@N00,56,18,2003-07-25 04:59:58,4,Park,-3.202453709104388,55.95054091561817
16048448@N00,56,7,2003-07-25 07:03:20,4,Park,-3.1618879074074004,55.94412091798946
16190595@N05,57,17,2013-08-09 00:59:52,3,Structure,-3.1902347191097684,55.948767777436686
16190595@N05,57,9,2013-08-09 01:14:12,3,Cultural,-3.190637230008985,55.94980869047352
16190595@N05,57,29,2013-08-09 01:27:29,3,Structure,-3.1952324337146703,55.94908885935436
16497759@N07,58,4,2011-08-22 01:23:02,4,Structure,-3.1751214683972875,55.95223434537238
16497759@N07,58,24,2011-08-22 01:23:12,4,Entertainment,-3.174234127139373,55.95074926405848
16497759@N07,58,9,2011-08-22 02:46:17,4,Cultural,-3.190637230008985,55.94980869047352
16497759@N07,58,22,2011-08-22 04:09:53,4,Structure,-3.2076172933754026,55.95175426182978
17424601@N00,59,18,2007-06-23 06:40:42,3,Park,-3.202453709104388,55.95054091561817
17424601@N00,59,8,2007-06-23 08:05:22,3,Historical,-3.193193944356141,55.952538583465206
17424601@N00,59,15,2007-06-23 08:09:09,3,Structure,-3.196984674391582,55.95182393800676
17505188@N06,60,23,2007-08-22 00:39:07,3,Structure,-3.1847238000000044,55.95370758124997
17505188@N06,60,9,2007-08-22 07:57:23,3,Cultural,-3.190637230008985,55.94980869047352
17505188@N06,60,8,2007-08-22 09:55:27,3,Historical,-3.193193944356141,55.952538583465206
17643132@N00,61,19,2011-07-07 01:24:03,7,Structure,-3.1892391019884583,55.95262047466306
17643132@N00,61,11,2011-07-07 01:34:39,7,Historical,-3.181937191191187,55.95460454054049
17643132@N00,61,9,2011-07-07 01:46:02,7,Cultural,-3.190637230008985,55.94980869047352
17643132@N00,61,29,2011-07-07 02:12:57,7,Structure,-3.1952324337146703,55.94908885935436
17643132@N00,61,3,2011-07-07 02:50:03,7,Museum,-3.190347155095568,55.9467227646501
17643132@N00,61,28,2011-07-07 03:04:16,7,Structure,-3.1868621630188576,55.94824579547164
17643132@N00,61,13,2011-07-07 03:10:52,7,Cultural,-3.1869824308822845,55.94635503896903
17643132@N00,62,1,2011-07-07 19:15:40,5,Historical,-3.199862034580875,55.94884683716422
17643132@N00,62,29,2011-07-07 22:16:33,5,Structure,-3.1952324337146703,55.94908885935436
17643132@N00,62,9,2011-07-08 00:25:05,5,Cultural,-3.190637230008985,55.94980869047352
17643132@N00,62,19,2011-07-08 01:04:51,5,Structure,-3.1892391019884583,55.95262047466306
17643132@N00,62,4,2011-07-08 01:44:48,5,Structure,-3.1751214683972875,55.95223434537238
18276635@N00,63,17,2006-05-18 22:07:03,4,Structure,-3.1902347191097684,55.948767777436686
18276635@N00,63,29,2006-05-18 23:55:39,4,Structure,-3.1952324337146703,55.94908885935436
18276635@N00,63,1,2006-05-19 00:06:44,4,Historical,-3.199862034580875,55.94884683716422
18276635@N00,63,9,2006-05-19 00:13:05,4,Cultural,-3.190637230008985,55.94980869047352
18276635@N00,64,18,2006-05-20 10:46:54,3,Park,-3.202453709104388,55.95054091561817
18276635@N00,64,15,2006-05-20 11:05:10,3,Structure,-3.196984674391582,55.95182393800676
18276635@N00,64,11,2006-05-20 11:39:49,3,Historical,-3.181937191191187,55.95460454054049
18402635@N00,65,3,2007-11-06 04:15:21,3,Museum,-3.190347155095568,55.9467227646501
18402635@N00,65,1,2007-11-06 04:16:35,3,Historical,-3.199862034580875,55.94884683716422
18402635@N00,65,9,2007-11-06 04:25:39,3,Cultural,-3.190637230008985,55.94980869047352
18966576@N00,66,18,2012-06-14 02:37:50,5,Park,-3.202453709104388,55.95054091561817
18966576@N00,66,16,2012-06-14 03:00:02,5,Museum,-3.195737522458634,55.95100889834512
18966576@N00,66,29,2012-06-14 03:12:40,5,Structure,-3.1952324337146703,55.94908885935436
18966576@N00,66,9,2012-06-14 03:21:33,5,Cultural,-3.190637230008985,55.94980869047352
18966576@N00,66,8,2012-06-14 04:16:32,5,Historical,-3.193193944356141,55.952538583465206
19153501@N00,67,23,2008-06-14 21:07:06,4,Structure,-3.1847238000000044,55.95370758124997
19153501@N00,67,11,2008-06-14 21:28:10,4,Historical,-3.181937191191187,55.95460454054049
19153501@N00,67,4,2008-06-14 21:29:46,4,Structure,-3.1751214683972875,55.95223434537238
19153501@N00,67,2,2008-06-14 21:44:34,4,Historical,-3.1724675937052966,55.95276297997137
19473027@N00,68,9,2006-08-08 21:52:10,4,Cultural,-3.190637230008985,55.94980869047352
